"","SiteSubsitePlot","LAT","LONG","ID","WarmQSlope","PrecSlope","MinTempSlope","tmin_clim","warmq_clim","prec_clim"
"42","FURI:FURI4:FURI4_T17",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"43","FURI:FURI4:FURI4_T18",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"44","FURI:FURI4:FURI4_T19",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"45","FURI:FURI4:FURI4_T2",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"46","FURI:FURI4:FURI4_T20",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"47","FURI:FURI4:FURI4_T3",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"48","FURI:FURI4:FURI4_T4",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"49","FURI:FURI4:FURI4_T5",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"50","FURI:FURI4:FURI4_T6",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"51","FURI:FURI4:FURI4_T7",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"52","FURI:FURI4:FURI4_T8",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"53","FURI:FURI4:FURI4_T9",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"54","FURI:FURI5:FURI5_T1",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"55","FURI:FURI5:FURI5_T10",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"56","FURI:FURI5:FURI5_T11",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"57","FURI:FURI5:FURI5_T12",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"58","FURI:FURI5:FURI5_T13",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"59","FURI:FURI5:FURI5_T14",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"60","FURI:FURI5:FURI5_T15",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"61","FURI:FURI5:FURI5_T16",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"62","FURI:FURI5:FURI5_T17",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"63","FURI:FURI5:FURI5_T18",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"64","FURI:FURI5:FURI5_T19",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"65","FURI:FURI5:FURI5_T2",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"66","FURI:FURI5:FURI5_T20",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"67","FURI:FURI5:FURI5_T3",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"68","FURI:FURI5:FURI5_T4",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"69","FURI:FURI5:FURI5_T5",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"70","FURI:FURI5:FURI5_T6",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"71","FURI:FURI5:FURI5_T7",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"72","FURI:FURI5:FURI5_T8",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"73","FURI:FURI5:FURI5_T9",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"74","FURI:FURI6:FURI6_T1",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"75","FURI:FURI6:FURI6_T10",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"76","FURI:FURI6:FURI6_T11",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"77","FURI:FURI6:FURI6_T12",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"78","FURI:FURI6:FURI6_T13",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"79","FURI:FURI6:FURI6_T14",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"80","FURI:FURI6:FURI6_T15",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"81","FURI:FURI6:FURI6_T16",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"82","FURI:FURI6:FURI6_T17",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"83","FURI:FURI6:FURI6_T18",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"84","FURI:FURI6:FURI6_T19",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"85","FURI:FURI6:FURI6_T2",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"86","FURI:FURI6:FURI6_T20",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"87","FURI:FURI6:FURI6_T3",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"88","FURI:FURI6:FURI6_T4",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"89","FURI:FURI6:FURI6_T5",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"90","FURI:FURI6:FURI6_T6",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"91","FURI:FURI6:FURI6_T7",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"92","FURI:FURI6:FURI6_T8",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"93","FURI:FURI6:FURI6_T9",61.63542,12.6375,4,0.0223809523809526,1.341212945591,0.03966265040808,-3.29914529914528,10.3657407407408,1276.93975
"94","LOGH:LOGH2:LOGH2_T1",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"95","LOGH:LOGH2:LOGH2_T10",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"96","LOGH:LOGH2:LOGH2_T11",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"97","LOGH:LOGH2:LOGH2_T12",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"98","LOGH:LOGH2:LOGH2_T2",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"99","LOGH:LOGH2:LOGH2_T3",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"100","LOGH:LOGH2:LOGH2_T4",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"101","LOGH:LOGH2:LOGH2_T5",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"102","LOGH:LOGH2:LOGH2_T6",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"103","LOGH:LOGH2:LOGH2_T7",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"104","LOGH:LOGH2:LOGH2_T8",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"105","LOGH:LOGH2:LOGH2_T9",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"106","LOGH:LOGH4:LOGH4_T1",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"107","LOGH:LOGH4:LOGH4_T10",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"108","LOGH:LOGH4:LOGH4_T11",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"109","LOGH:LOGH4:LOGH4_T12",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"110","LOGH:LOGH4:LOGH4_T2",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"111","LOGH:LOGH4:LOGH4_T3",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"112","LOGH:LOGH4:LOGH4_T4",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"113","LOGH:LOGH4:LOGH4_T5",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"114","LOGH:LOGH4:LOGH4_T6",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"115","LOGH:LOGH4:LOGH4_T7",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"116","LOGH:LOGH4:LOGH4_T8",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"117","LOGH:LOGH4:LOGH4_T9",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"118","LOGH:LOGH5:LOGH5_T1",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"119","LOGH:LOGH5:LOGH5_T10",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"120","LOGH:LOGH5:LOGH5_T11",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"121","LOGH:LOGH5:LOGH5_T12",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"122","LOGH:LOGH5:LOGH5_T2",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"123","LOGH:LOGH5:LOGH5_T3",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"124","LOGH:LOGH5:LOGH5_T4",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"125","LOGH:LOGH5:LOGH5_T5",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"126","LOGH:LOGH5:LOGH5_T6",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"127","LOGH:LOGH5:LOGH5_T7",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"128","LOGH:LOGH5:LOGH5_T8",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"129","LOGH:LOGH5:LOGH5_T9",62.10253,12.34458,5,0.0250536250536255,-1.23096904315197,0.0411117697345098,-3.80299145299143,9.74259259259262,1049.57675
"130","LORI:LORI1:LORI1_T1",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"131","LORI:LORI1:LORI1_T10",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"132","LORI:LORI1:LORI1_T11",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"133","LORI:LORI1:LORI1_T12",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"134","LORI:LORI1:LORI1_T13",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"135","LORI:LORI1:LORI1_T14",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"136","LORI:LORI1:LORI1_T15",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"137","LORI:LORI1:LORI1_T16",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"138","LORI:LORI1:LORI1_T17",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"139","LORI:LORI1:LORI1_T18",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"140","LORI:LORI1:LORI1_T19",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"141","LORI:LORI1:LORI1_T2",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"142","LORI:LORI1:LORI1_T20",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"143","LORI:LORI1:LORI1_T3",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"144","LORI:LORI1:LORI1_T4",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"145","LORI:LORI1:LORI1_T5",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"146","LORI:LORI1:LORI1_T6",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"147","LORI:LORI1:LORI1_T7",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"148","LORI:LORI1:LORI1_T8",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"149","LORI:LORI1:LORI1_T9",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"150","LORI:LORI3:LORI3_T1",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"151","LORI:LORI3:LORI3_T10",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"152","LORI:LORI3:LORI3_T11",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"153","LORI:LORI3:LORI3_T12",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"154","LORI:LORI3:LORI3_T13",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"155","LORI:LORI3:LORI3_T14",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"156","LORI:LORI3:LORI3_T15",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"157","LORI:LORI3:LORI3_T16",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"158","LORI:LORI3:LORI3_T17",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"159","LORI:LORI3:LORI3_T18",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"160","LORI:LORI3:LORI3_T19",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"161","LORI:LORI3:LORI3_T2",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"162","LORI:LORI3:LORI3_T20",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"163","LORI:LORI3:LORI3_T3",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"164","LORI:LORI3:LORI3_T4",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"165","LORI:LORI3:LORI3_T5",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"166","LORI:LORI3:LORI3_T6",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"167","LORI:LORI3:LORI3_T7",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"168","LORI:LORI3:LORI3_T8",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"169","LORI:LORI3:LORI3_T9",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"170","LORI:LORI4:LORI4_T1",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
"171","LORI:LORI4:LORI4_T10",62.11508,12.27236,6,0.0258129558129562,-0.802335834896806,0.0422274105616336,-3.10085470085468,10.6324074074074,1025.174
